Station Name,bike_latitude,bike_longitude,Bikes Available,cine_latitude,cine_longitude,name,distance,address,telephone,rating,open_true
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,394,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,320,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,590,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,936,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,948,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,826,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,525,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,903,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,832,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,300,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,116,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,721,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,461,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,506,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,323,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,820,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,885,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,305,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,306,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,452,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,687,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,482,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,819,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,539,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,446,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,873,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,905,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,676,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,969,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,499,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,601,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,466,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,827,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,132,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,510,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,658,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,688,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,653,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,651,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,981,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,78,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,440,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,889,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,468,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,146,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,492,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,817,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,938,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,624,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,855,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,656,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,867,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,947,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,670,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.28057,-123.119384,Vancouver Civic Theatres,856,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,642,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Yaletown-Roundhouse Station,49.274566,-123.121817,11,49.281878,-123.124201,Cineplex Inc,854,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,977,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,256,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,339,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,240,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.280419,-123.106959,Cineplex Inc,242,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,956,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.280419,-123.106959,Cineplex Inc,986,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,901,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,558,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,395,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,680,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,895,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,673,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,827,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,601,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,927,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,929,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,700,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,970,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,644,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,417,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,695,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,607,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,897,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,965,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,287,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,167,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.280419,-123.106959,Cineplex Inc,260,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,387,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,935,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.281089,-123.112776,Vancouver Civic Theatres,874,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,982,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.282767,-123.109268,Kokoro Dance Theatre Society,208,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Dunsmuir & Beatty,49.279764,-123.110154,13,49.2803,-123.106705,Cineplex Cinemas,512,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.283694,-123.112106,SHIFT Theatre Society,269,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,0
Dunsmuir & Beatty,49.279764,-123.110154,13,49.280419,-123.106959,Cineplex Inc,481,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,0
